Bien
id;No voie;Type de voie;Voie;Surface Carrez du 1er lot;Type local;Surface reelle bati;Nombre pieces principales
;10;RUE;D ELIE;73,56;Appartement;76;4
;1;RUE;DE CHATEAUVIEUX;77,79;Appartement;90;3
;30;CHE;DE BOUTUGUET;64,69;Appartement;65;3
;9;IMP;RONSARD;41,78;Appartement;42;2
;745;CC;DE LA MARGUE;43,36;Appartement;43;2
;259;AV;DE TOULOUSE;108,4;Maison;108;5
;1;RUE;PAUL GAUGUIN;46,52;Appartement;46;2
;47;BD;GUSTAVE GARRISSON;75,74;Appartement;75;4
;19;RUE;D ELIE;112,64;Appartement;109;3
;209;BD;ALSACE LORRAINE;46,98;Appartement;46;2
;17;RUE;DE L ABREUVOIR;49,33;Appartement;46;2
;8;RUE;DES BERDEILHOUNES;92,41;Maison;91;2
;;IMP;DES GENEVRIERS;82,05;Maison;82;4
;42;RUE;DE LA RESISTANCE;30,9;Appartement;30;1
;11;PL;DU BUOC;68,87;Appartement;69;3
;4;RUE;JOLIOT CURIE;77,09;Appartement;60;3
;35;RUE;DES LILAS;48,04;Appartement;48;2
;15;RUE;HENRI MARRE;101,65;Appartement;98;5
;4;RUE;ETAMPES;108,96;Appartement;100;5
;4;RUE;LAGRAVERE;89,27;Appartement;90;4
;24;RUE;MILA;36,92;Appartement;36;1
;24;RUE;DU FORT;75,17;Appartement;80;3
;719;AV;DE LEOJAC;38,55;Appartement;38;2
;3;PL;ALEXANDRE 1ER;92,23;Appartement;106;4
;12;AV;CHAMIER;76,7;Appartement;69;4
;4;RUE;DE LA COMEDIE;99,02;Appartement;99;5
;10;RUE;ERIK SATIE;47,35;Appartement;47;2
;11;RUE;ANTONIN DELZERS;111,35;Appartement;114;3
;5;IMP;AUGUSTE COMTE;116,68;Appartement;115;4
;265;CHE;DE LA MANCENQUE;43,2;Appartement;43;2
;4;RUE;DE LA COMEDIE;71,01;Appartement;71;3
;15;RUE;DE LA GAITE;44,3;Appartement;45;2
;10;CHE;DE NOTRE DAME D ALEM;62,69;Appartement;63;3
;275;RUE;PIERRE BONHOURE;82,65;Maison;86;4
;6;ESP;DES FONTAINES;39,16;Appartement;51;2
;5953;;NAUZES;83,15;Maison;81;4
;50;RUE;GINETTE AUGIER;32,95;Appartement;33;2
;16;RUE;DE LA COMEDIE;46,15;Appartement;46;2
;27;RUE;DELACROIX;70,97;Appartement;72;4
;16;RUE;DES LILAS;69,86;Maison;71;3
;19;RUE;BARBAZAN;46,79;Appartement;46;2
;121;RTE;DE LA VITARELLE;43,59;Appartement;42;2
;15;RUE;DE LA GAITE;79,7;Appartement;82;4
;719;AV;DE LEOJAC;37,89;Appartement;38;2
;3;PL;ALEXANDRE 1ER;90,43;Appartement;91;4
;27;RUE;LASSUS;69,3;Appartement;74;2
;15;AV;DU 11 EME REGIMENT INF;52,54;Appartement;52;3
;24;RUE;DES TOURNESOLS;81,13;Maison;79;3
;64;RUE;COTE SAINT LAURENT;53,21;Appartement;53;3
;16;GR;GRAND RUE VILLENOUVELLE;46,85;Appartement;42;1
;2;RUE;DU PRE;70,69;Appartement;67;3
;50;RUE;GINETTE AUGIER;81,55;Maison;81;4
;300;RTE;DE L AVEYRON;42,49;Appartement;42;2
;7;RUE;DU DOCTEUR LABAT;18,96;Appartement;24;1
;85;RUE;D AURIASQUE;72,78;Appartement;75;4
;11;RUE;VIEILLE HALLE;23,89;Appartement;24;2
;65;RUE;DES LANTANAS;54,15;Appartement;54;3
;25;GR;GRAND RUE;71,27;Appartement;70;4
;32;MTE;HENRI CHRISTINE;31,76;Appartement;31;1
;16;RUE;DE LA GISCLE;33,96;Appartement;35;2
;9006;;LES MARINES DE COGOLIN;59,63;Appartement;65;3
;370;BD;DE LA PAIX;95,3;Maison;114;5
;36;CHE;DE L'ESTAGNET;21,29;Appartement;25;1
;9011;;LES MARINES DE COGOLIN;49,96;Appartement;49;2
;9001;RES;HOLIDAY;55,56;Appartement;75;3
;5075;;BOUGNON;34,82;Appartement;34;2
;600;RUE;ROGER LOUIS;36,45;Appartement;37;2
;9005;;LES MARINES DE COGOLIN;43,65;Appartement;46;2
;6960;;LES MAS DE GIGARO;65,66;Maison;67;3
;775;BD;JEAN MOULIN;33,33;Appartement;33;1
;360;AV;AURELIENNE;24;Appartement;22;1
;24;AV;DE CASABIANCA;26,25;Appartement;26;1
;59;AV;GENERAL LECLERC;38,44;Appartement;36;2
;260;ALL;DU PARC ARUNDO;66,46;Appartement;67;3
;125;RUE;DU COMBAT;79,44;Appartement;25;1
;9001;;OLIVIERS HAUTS ISSAMBRES;34,9;Appartement;34;2
;440;ALL;ANCIEN TRAIN DES PIGNES;34,92;Appartement;36;2
;26;BD;DE LA LIBERTE;290,46;Appartement;34;2
;1;RUE;DES VOILIERS;34,14;Appartement;37;2
;536;RUE;ALBERT EINAUDI;68,25;Appartement;76;4
;751;CHE;DES FOURQUES;99,15;Maison;100;5
;45;CHE;DU GOURBENET;62;Appartement;61;3
;66;RUE;DE SAINT EXUPERY;43,84;Appartement;43;2
;9001;AV;CHARLES DE GAULLE;63,26;Appartement;42;2
;430;AV;VICTOR HUGO;96,58;Appartement;94;4
;8061;;LA COLLINE VALMER;40;Appartement;34;1
;55;RTE;DE LA CORNICHE;22,92;Appartement;23;2
;6935;;LES PEYROUAS;94,51;Appartement;96;3
;64;RUE;ANTOINE-PAULIN JUBERT;40,93;Appartement;41;2
;25;AV;PAUL ROUSSEL;64,54;Appartement;60;3
;4957;;SALAGRUE;70,44;Maison;71;4
;70;ALL;DES OLIVIERS CAP ESTEREL;26,7;Appartement;28;2
;66;BD;HYPPOLITE MEGE MOURRIES;72,05;Appartement;69;4
;10;RUE;LEON GAUMONT;102,02;Appartement;107;5
;1096;AV;ANDRE LEOTARD;69,82;Maison;69;3
;58;RUE;ALBERT EINAUDI;58,43;Appartement;63;3
;9006;;LES MARINES DE COGOLIN;40,48;Appartement;41;2
;9001;RES;LES RESTANQUES GOLFE ST TR;27,37;Appartement;28;2
;5955;AV;DES ALLIES;26,86;Appartement;27;1
;16;PL;DU MARCHE;28,14;Appartement;29;1
;9002;;LES COTEAUX DE LA NARTELLE;29;Appartement;28;2
;51;GR;GRAND RUE;21,83;Appartement;64;4
;71;BD;JACQUES BAUDINO;70,3;Appartement;70;3
;384;AV;ANDRE LEOTARD;62,85;Appartement;64;3
;9001;RUE;DU SUVERET;63,65;Appartement;63;3
;594;;LE CARRY;93,68;Maison;93;4
;181;RUE;DU SUVERET;47,77;Appartement;48;2
;146;RUE;DE BRETAGNE;63,8;Appartement;61;3
;9001;RUE;TETE DE BOEUF;74,08;Appartement;74;4
;20;RUE;DE VERDUN;41,16;Appartement;35;2
;736;RTE;DEPART 8 COL DU BOUGNON;35,18;Appartement;37;3
;105;RUE;NOEL JEAN;49,1;Appartement;49;2
;75;BD;HECTOR BERLIOZ;61,82;Appartement;60;3
;3;RUE;VIEILLE HALLE;98,85;Appartement;116;4
;13;AV;GEORGES CLEMENCEAU;117;Appartement;119;3
;9;RUE;DE L ANCIEN THEATRE;55,51;Appartement;60;2
;16;IMP;DES QUATRE VENTS;72,11;Appartement;72;3
;15;CHE;DES VIRGILES;24,45;Appartement;24;1
;8;RUE;JEAN CORONA;103,79;Maison;107;4
;3;PL;CARNOT;51,05;Appartement;58;3
;9;RUE;BARBES;29,52;Appartement;60;3
;47;ALL;DES CISTES;89,95;Appartement;87;3
;12;RUE;DU DOCTEUR SIGALLAS;89,53;Appartement;89;4
;9001;AV;DES PORTES DU SOLEIL;84,9;Maison;84;4
;24;RUE;GEORGES CISSON;22,22;Appartement;25;1
;5875;CHE;DE SIGALON;38,68;Appartement;38;2
;8;AV;GENERAL LECLERC;54,7;Appartement;53;2
;7;CHE;DES VIRGILES;28,25;Appartement;27;2
;753;AV;DE VALESCURE;119,5;Appartement;120;4
;7804;RES;LE GRAND FOC;21,53;Appartement;21;1
;88;RUE;DES SAUGES;76,48;Appartement;76;4
;169;CHE;DES CANISSONS;63,34;Appartement;63;3
;54;BD;DE LA LIBERTE;43,68;Appartement;45;2
;57;QUAI;DE CLEOPATRE;61,8;Appartement;61;3
;9011;RUE;DE TRIBERG;24,47;Appartement;24;1
;105;RUE;NOEL JEAN;47,24;Appartement;46;2
;103;RTE;DU PLAN DE LA TOUR;80,98;Appartement;72;3
;499;CHE;DE LA ROUQUAIRE;63,44;Appartement;62;3
;713;AV;DE PROVENCE;73,5;Appartement;76;3
;3;;L AMPHITRITE;104,23;Appartement;105;4
;43;ALL;DES NEREIDES;50,76;Appartement;49;2
;9001;RES;PLEIN SOLEIL;58,4;Appartement;58;2
;26;PL;DEI COUQUIHAGE;38,7;Appartement;38;2
;178;RUE;ARMAND DUVIVIER;48,5;Appartement;47;3
;9001;RES;LES RESTANQUES GOLFE ST TR;27,99;Appartement;28;2
;22;PAS;DE LA MAIN DE FER;113,21;Appartement;113;5
;50;RUE;FREDERIC MISTRAL;32;Maison;38;2
;9002;;LES COTEAUX DE LA NARTELLE;29,25;Appartement;28;2
;23;PL;DE CHATEAUDUN;45;Appartement;46;3
;63;BD;DES ANGLAIS;33,45;Appartement;40;2
;14;RES;LE DOMAINE DES VIGNES;30,43;Maison;25;2
;489;AV;AURELIENNE;32,5;Appartement;32;2
;6459;;SAINT PONS;31,06;Appartement;31;1
;540;AV;DE LA GRANDE ARMEE;37,14;Appartement;43;2
;1;RUE;DU COURTIOU;17,7;Appartement;16;1
;24;AV;GENERAL DE GAULLE;62,51;Appartement;66;3
;2456;RTE;DEPARTEMENTALE 7 DU MUY;61,43;Appartement;62;3
;35;RUE;DE LA RESISTANCE;55,14;Appartement;52;3
;350;CHE;DES VIVARDS;82,18;Appartement;82;4
;22;GR;GRANDE RUE;24,68;Appartement;25;1
;9001;;IMM LES CAPUCINS;63,15;Appartement;60;4
;55;RTE;DE LA CORNICHE;25;Appartement;25;2
;1254;BD;36 E DI DU TEXAS;39,62;Appartement;39;2
;1;RUE;SOUS BARRY;35,26;Appartement;34;2
;9002;RTE;DE FAYENCE;47,35;Appartement;47;3
;9001;RUE;DES DEPORTES;66,07;Appartement;65;3
;6747;RES;LE SEXTANT;40,98;Appartement;24;2
;16;RUE;DE L HOSPICE;43,3;Appartement;34;2
;226;AV;DES BERGES;58,99;Appartement;55;3
;6;RUE;SAINT ROCH;18,73;Appartement;59;3
;17;RUE;VIEILLE HORLOGE;75,25;Appartement;60;3
;3;RUE;DU REAL;69,86;Appartement;60;2
;5216;;LES OURES;45,17;Appartement;45;2
;42;RUE;AMBROISE CROIZAT;40,59;Appartement;50;2
;5;PL;LA PLACETTE;68,93;Maison;76;3
;6;RUE;DE LA PRISON;20,73;Appartement;68;2
;5324;PL;PHILIPPE CHAUVIER;57,86;Appartement;26;1
;9;RUE;DE LA BOUCHERIE;21;Appartement;51;2
;5635;;BACHAS;66,39;Maison;66;3
;166;CHE;SAINT PIERRE;37,81;Appartement;38;2
;90;CHE;DE LA REGAGNADE;70,12;Appartement;64;3
;20;RUE;DE LA TREILLE;26,16;Appartement;26;2
;12;RUE;EMILE MIRAMONT;55,98;Appartement;85;4
;3;RUE;GUILLAUME OLIVIER;40,4;Appartement;44;2
;17;RUE;CENTRALE;29,6;Appartement;30;1
;9001;;TIVOLY;76,87;Appartement;77;4
;85;RUE;FERNAND GUEIT;128,57;Appartement;120;4
;9;AV;GABRIEL BARBAROUX;58,95;Appartement;59;2
;14;RUE;DE LA ROUGUIERE;53,85;Appartement;30;2
;8;RUE;DE LA TRINITE;34,12;Appartement;32;1
;20;RUE;DE LA TRINITE;41,31;Appartement;42;1
;511;CHE;ANDRE MALRAUX;115;Maison;120;5
;99;RUE;LOUIS MARTIN;73,07;Appartement;73;3
;66;RUE;DES FONCES;16;Appartement;65;3
;35;RUE;EDOUARD BASSET;75,7;Appartement;68;2
;5485;;LE VILLAGE;59,12;Maison;40;2
;79;AV;JEAN JAURES;63,08;Appartement;64;3
;29;AV;JEAN JAURES;44,2;Appartement;46;3
;6112;;LES CAMPS DE BARJOLS;61,96;Appartement;57;4
;5411;;LE VILLAGE;140,67;Appartement;25;1
;8;VC;DU CHATEAU;35,88;Appartement;40;2
;6030;;LES TERRASSONNES;116,12;Maison;114;4
;5307;PL;PHILIPPE CHAUVIER;39,38;Appartement;29;1
;522;ALL;DES CIGALONS;61,79;Maison;63;3
;8;RUE;DE LA TRINITE;11,9;Appartement;20;1
;5107;TRA;GLACIERE;34,6;Appartement;45;2
;9019;LOT;DE CAMP LONG;65,93;Appartement;66;3
;17;RUE;DU DOCTEUR RAYOL;25,47;Appartement;26;1
;4;RUE;DU LAVOIR;16,07;Appartement;25;1
;15;RUE;DE LA REPUBLIQUE;54,18;Appartement;55;2
;45;AV;MAXIMIN MARTIN;58,39;Appartement;59;3
;388;CHE;DE BERNE;104,32;Maison;100;5
;;;LES SAVELS;50,74;Appartement;50;2
;30;RUE;FELIX CLERY;71,48;Appartement;47;2
;184;AV;DU CARMEL;57,68;Appartement;51;3
;59;AV;GABRIEL PERI;35,55;Appartement;38;2
;85;RUE;JEAN MACE;58,03;Appartement;57;3
;36;RUE;NICOLAS LAUGIER;57;Appartement;60;3
;23;BD;DE STRASBOURG;14,31;Appartement;23;1
;500;AV;JOSEPH RAYNAUD;69,3;Appartement;73;4
;9001;AV;ARISTIDE BRIAND;60,15;Appartement;64;3
;96;RUE;VAUQUELIN;37,45;Appartement;27;2
;9001;RES;ST MARC;81,5;Appartement;84;4
;9001;RES;CHERAGAS;78,02;Appartement;78;4
;6;RUE;SAINT VINCENT;27,8;Appartement;55;2
;92;RUE;HECTOR BERLIOZ;29,13;Appartement;29;1
;253;RUE;JB MATTEI;14,86;Appartement;15;1
;2;RUE;COMMANDANT MORAZZANI;79,2;Appartement;81;3
;14;RUE;HONORE;25,5;Appartement;24;2
;6;RUE;EMILE ZOLA;112,19;Appartement;95;5
;706;AV;DU VERGER;76,75;Maison;73;2
;200;MTE;DE LA CALADE;31,74;Appartement;32;2
;293;AV;DU DOCTEUR SCHWEITZER;57,6;Appartement;57;3
;245;LOT;DU PARC STE CLAIRE;17,2;Appartement;17;1
;195;RUE;PIERRE LOTI;26,4;Appartement;27;1
;1557;RES;EL BIAR;59,53;Appartement;62;3
;99;RUE;MARECHAL LECLERC;64,93;Appartement;62;3
;6;RUE;DANTON;25,45;Appartement;27;1
;75;AV;JEAN MOULIN;62,7;Appartement;58;2
;330;RUE;ALBERT PIAULT;53,78;Appartement;54;2
;;;L OLIVINE;23,15;Appartement;25;2
;2;LOT;ST AVY;83,61;Appartement;95;4
;19;RUE;ARTHUR RIMBAUD;54,39;Appartement;54;3
;65;BD;DES ACACIAS;65,4;Appartement;69;3
;741;RUE;HENRI STE CLAIRE DEVILLE;51,06;Appartement;51;2
;195;IMP;TURRI;91,43;Appartement;92;4
;9001;;ENGOUVINS LENTISQUES;72,33;Appartement;73;4
;325;CHE;FERNAND BONIFAY;83,66;Appartement;80;4
;9010;;LES JARDINS DE PIN ROLLAND;60,7;Appartement;39;2
;70;ALL;DES RESIDENCES DU PORT;49,85;Appartement;49;2
;216;RUE;LANGERON;97,04;Appartement;50;2
;9001;;PORT SOLEIL;50;Appartement;54;3
;330;RUE;ALBERT PIAULT;91,77;Appartement;91;4
;9005;RUE;DU SOUS MARIN L EURYDICE;100,13;Appartement;115;5
;10;RUE;LAMARTINE;20,35;Appartement;20;1
;27;CHE;DES POIVRIERS;41,2;Appartement;40;2
;17;AV;DE LA JETEE;29,82;Appartement;30;1
;61;RUE;MARECHAL FOCH;43,88;Appartement;41;2
;11;RUE;LOT LES QUATRE MOULINS;54,83;Maison;54;3
;84;CRS;LAFAYETTE;40,61;Appartement;44;1
;4;RES;PIN ROLLAND PLAGE;30,66;Appartement;31;1
;9;RUE;JEANNE D ARC;48,7;Appartement;45;2
;60;AV;MARCEL CASTIE;23,1;Appartement;24;1
;555;AV;DES COLLINES DE TAMARIS;59,2;Maison;60;3
;32;AV;DU LAC;28;Appartement;27;2
;9001;RES;LES RESTANQUES DU THOUAR;75,46;Appartement;72;4
;9001;RES;LA COUPIANE;88,45;Appartement;82;4
;220;AV;DES PALMIERS;42,85;Appartement;43;2
;160;ALL;DU VIEUX MOULIN;70,52;Appartement;73;3
;9001;RUE;LIEUTENANT THIERRY;65,86;Appartement;68;4
;88;CHE;DE LOMBARD;63,93;Appartement;64;3
;311;AV;DES COLLINES DE TAMARIS;79,02;Appartement;79;3
;5;RUE;DU BON PASTEUR;14,09;Appartement;14;1
;25;AV;VINCENT PICAREAU;35,65;Appartement;37;2
;100;ALL;DE LA PINEDE;32,83;Appartement;32;2
;122;AV;JOSEPH RAYNAUD;24,5;Appartement;25;1
;9001;RES;LES DELPHES;61,89;Appartement;77;3
;293;AV;DU DOCTEUR SCHWEITZER;54,86;Appartement;58;3
;615;COR;DE SOLVIOU;74,5;Appartement;74;4
;9008;RUE;ROSSINI;52,43;Appartement;53;2
;26;RUE;DES BOUCHERIES;17,53;Appartement;24;1
;2;RUE;GARIBALDI;36,7;Appartement;25;1
;70;RUE;MARC DELAGE;68,09;Appartement;65;4
;9001;RES;SAINT JAMES;32,95;Appartement;33;2
;40;RUE;DENANS;67,51;Appartement;70;3
;235;AV;ALEX PEIRE;82,43;Appartement;82;4
;661;BD;MARECHAL JOFFRE;25,55;Appartement;25;1
;9060;AV;BUCARIN;90,61;Maison;71;3
;17;RUE;DENFERT ROCHEREAU;36,5;Appartement;39;2
;1219;AV;PRESIDENT JOHN KENNEDY;32;Appartement;32;1
;53;MTE;DES GALETS;49,58;Appartement;50;2
;185;BD;MICHEL ZUNINO;58,71;Appartement;59;3
;235;CHE;DE RABASSON;133,37;Maison;130;5
;11;CHE;DE REPENTANCE;25,03;Appartement;25;1
;610;BD;DE CABRY;47,24;Appartement;50;2
;9001;HAM;DE TAMARIS;19;Appartement;19;1
;289;CC;119 DIT DU VIEUX REYNIER;64,54;Appartement;64;3
;144;;DOMERGUE;122,07;Maison;110;5
;8;RUE;GARIBALDI;20,3;Appartement;23;1
;5001;CHE;DU BUCHET;56,81;Appartement;56;3
;9001;RES;DU PIN ROLLAND;31,75;Appartement;32;2
;12;RUE;FELIX BANETTE;31,75;Appartement;30;2
;289;QUAI;EMILE GRENIER;9,83;Appartement;12;1
;220;AV;NOEL VERLAQUE;61;Appartement;62;4
;95;RUE;JULES ALEXANDRE RENAUX;44,9;Appartement;40;2
;9001;;ENGOUVINS ARBOUSIERS;69,28;Appartement;67;3
;77;AV;DU CHAR VERDUN;53,7;Appartement;50;3
;14;AV;DE LA MER;23,26;Appartement;24;1
;707;AV;CHARLES DE GAULLE;11,33;Appartement;10;1
;255;CHE;DE MAR VIVO A LA VERNE;67,51;Appartement;68;3
;9001;RES;DU PIN ROLLAND;68,17;Appartement;67;4
;330;RUE;ALBERT PIAULT;91,04;Appartement;91;4
;9001;;IMM LE SEZIO;72,01;Appartement;67;4
;8;AV;GARIBALDI;45,55;Appartement;40;3
;9001;CLOS;DES PECHEURS;25,21;Appartement;25;1
;567;CC;119 DIT DU VIEUX REYNIER;97;Appartement;80;4
;177;RUE;GENERAL MICHEL AUDEOUD;64,75;Appartement;65;3
;9001;RES;LES RESTANQUES DU THOUAR;92,43;Appartement;92;5
;1;IMP;DES PALMIERS;101;Maison;103;4
;19;RUE;HENRI MATISSE;90,37;Appartement;48;2
;402;CC;119 DIT DU VIEUX REYNIER;71,15;Appartement;75;3
;113;CRS;LAFAYETTE;37,3;Appartement;34;1
;290;RUE;AUGUSTE RENOIR;47,65;Appartement;48;2
;11;RUE;MASSENA;21,2;Appartement;22;1
;77;AV;DU VERGER;81,93;Maison;170;6
;220;ALL;MAURICE BLANC;46,68;Appartement;46;2
;392;AV;FREDERIC MISTRAL;21,1;Appartement;20;1
;9001;RUE;GUSTAVE GARAUD;84,62;Appartement;90;4
;114;IMP;EUGENE BOUDIN;113,71;Maison;83;3
;22;;LES SAGNARELLES;90;Maison;97;5
;9001;;ENGOUVINS LENTISQUES;68,4;Appartement;59;3
;9001;RES;LES CIGALONS;45,87;Appartement;45;2
;23;RUE;LAMALGUE;46,92;Appartement;47;1
;6;RUE;JANVIER;48,73;Appartement;50;3
;117;AV;LAZARE CARNOT;85,6;Appartement;86;4
;382;AV;AUGUSTE RENOIR;59,09;Appartement;61;4
;2;BD;ALATA;59,79;Appartement;63;4
;99;RES;LA FARANDOLE LES PLAYE;172,78;Maison;157;4
;200;VC;CARRAIRE DE SAUVIOU;71,88;Appartement;67;4
;267;BD;DOCTEUR CHARLES BARNIER;109,7;Appartement;110;5
;9001;RES;LES RESTANQUES DU THOUAR;72;Appartement;72;4
;9015;AV;DU PORT DE PLAISANCE;71,19;Appartement;69;4
;9001;RES;LA PINEDE ST GEORGES;84,9;Appartement;79;4
;17;AV;DE L ELISA;49;Appartement;50;3
;159;AV;JEAN BORDINO;23,47;Appartement;30;1
;9011;MTE;DE L ORATOIRE;51,54;Appartement;52;2
;11;RUE;CHEVALIER DE LA BARRE;25,72;Appartement;23;1
;6;RUE;DANTON;33,15;Appartement;31;1
;14;RUE;DU ROMULUS;54,33;Appartement;54;3
;49;RUE;VINCENT RASPAIL;40,91;Appartement;39;2
;61;AV;EDOUARD LE BELLEGOU;127,8;Appartement;124;5
;1516;CHEM;VX CHEMIN DE STE MUSSE;73,56;Maison;78;5
;496;BD;DES ECOLES;58,35;Appartement;61;3
;7;RUE;VINCENT COURDOUAN;35,4;Appartement;30;1
;9007;IMP;AMBROISE THOMAS;72,24;Appartement;73;3
;53;RUE;ROMAIN;77,22;Appartement;76;4
;1121;CHE;DU ROUQUIER;101,6;Maison;102;4
;179;AV;PRESIDENT JOHN KENNEDY;36,29;Appartement;32;1
;156;CHE;DE LA BARRE;95,61;Maison;95;4
;272;RUE;BOURSSET;42,71;Appartement;47;2
;1416;AV;HENRI GUILLAUME;23,25;Appartement;25;2
;1648;BD;JEAN BAPTISTE ABEL;69,44;Appartement;69;3
;9001;RES;LA COUPIANE;77,05;Appartement;73;4
;820;BD;DES ECOLES;71,57;Appartement;63;3
;367;CHE;DES BARELLES;68,37;Maison;71;3
;123;AV;DES PLATANES;42,44;Appartement;42;3
;43;ALL;DES ROSSIGNOLS;42,8;Appartement;46;2
;730;RUE;CURET BAS;15,32;Appartement;15;1
;59;PL;JEAN LURCAT;52,5;Appartement;55;3
;1865;AV;JOSEPH GASQUET;67,65;Maison;68;4
;216;BD;PHILIPPE RIPERT;66,5;Appartement;65;3
;232;ALL;DES LAURIERS ROSES;42,86;Appartement;41;2
;216;BD;PHILIPPE RIPERT;82,87;Appartement;83;5
;22;AV;DE LA MER;30,88;Appartement;31;1
;63;RUE;JEAN JAURES;45,75;Appartement;43;2
;267;BD;DOCTEUR CHARLES BARNIER;104,44;Appartement;110;5
;235;CHE;DE SAINT MARC;84,54;Appartement;80;4
;430;AV;GENERAL GOURAUD;41,29;Appartement;43;2
;;;L OLIVINE;30,98;Appartement;32;2
;10;AV;AMIRAL COLLET;77,5;Appartement;76;4
;5001;RES;LA PINEDE ST GEORGES;21,34;Appartement;20;1
;18;ZAC;DU VAL DU ROCHER;104,69;Appartement;92;3
;293;AV;DU DOCTEUR SCHWEITZER;54,36;Appartement;58;3
;330;RUE;JEAN PHILIPPE RAMEAU;91,1;Appartement;80;4
;4;PL;GUSTAVE LAMBERT;39,8;Appartement;42;1
;654;CHE;DE REPENTANCE;34,25;Appartement;22;1
;86;IMP;PIERRE;48,16;Appartement;36;2
;9001;;IMM LE PLEIN SOLEIL;72,37;Appartement;66;4
;199;AV;DE LA VICTOIRE DU 8 5 1945;82,31;Appartement;79;3
;549;CHE;DE LA GARDIOLE;79,01;Appartement;75;4
;2;AV;DU CHAR VERDUN;26,74;Appartement;28;1
;412;CHE;DE POURQUIER;87;Appartement;86;4
;150;ALL;DE LA PINEDE;27,87;Appartement;28;2
;40;RUE;BERTHIER;18,48;Appartement;27;2
;1865;AV;JOSEPH GASQUET;63,34;Maison;68;4
;47;AV;ANTONIO GRAMSCI;43,96;Appartement;43;2
;345;AV;JOSEPH RAYNAUD;26,56;Appartement;27;2
;282;BD;LEON BOURGEOIS;53,11;Appartement;53;3
;534;AV;PRESIDENT JOHN KENNEDY;79,4;Appartement;84;4
;35;RUE;PAUL VERLAINE;60,76;Appartement;60;3
;6;PL;CAMILLE PELLETAN;20,63;Appartement;18;1
;130;TRA;DES PRES;61,5;Appartement;60;3
;345;CC;119 DIT DU VIEUX REYNIER;59,57;Appartement;59;3
;9001;;GRP HIPPONE L ESPERANCE;61,27;Appartement;68;4
;152;AV;COLONEL PICOT;85,66;Appartement;85;4
;70;ALL;DOC HENRI RAOULX;56,11;Appartement;55;4
;189;RUE;JACQUES DUCLOS;104,65;Appartement;107;5
;209;RUE;FELIX MAYOL;57,29;Appartement;54;3
;9025;;SOLVIOU;33,1;Appartement;34;1
;9001;RES;LA COUPIANE;74,29;Appartement;71;4
;24;AV;DU LAC;33,43;Appartement;33;2
;98;RUE;RENE CASSIN;52,71;Appartement;50;2
;6;RUE;PARMENTIER;35,78;Appartement;40;2
;9001;RES;LA COUPIANE;97,92;Appartement;82;4
;49;CHE;DES MOUISSEQUES VC 154;52,8;Appartement;52;3
;14;RUE;NUNGESSER;72,05;Appartement;68;4
;706;AV;GENERAL BROSSET;24,08;Appartement;22;1
;78;RUE;DES FRERES LUMIERE;53,72;Appartement;54;3
;4;RUE;CHARLES GOUNOD;50,73;Appartement;52;3
;18;AV;COLBERT;75,5;Appartement;76;1
;162;RUE;LANGERON;27,09;Appartement;28;1
;178;BD;DE PARIS;65,05;Appartement;65;3
;2;RUE;MASSENA;56,15;Appartement;55;2
;9001;RES;LES HAMEAUX DE LA GARONNE;100,65;Appartement;102;4
;305;AV;ROSA LUXEMBURG;81,91;Appartement;82;4
;57;BD;DU DOCTEUR CUNEO;63,89;Appartement;65;2
;22;RUE;MAGNAQUE;63,08;Appartement;64;4
;9001;RES;LA COUPIANE;74,89;Appartement;71;3
;16;AV;DE LA MER;34,36;Appartement;34;2
;453;AV;NOEL VERLAQUE;24,11;Appartement;24;2
;1416;AV;HENRI GUILLAUME;17,9;Appartement;18;2
;11;CHE;DE REPENTANCE;21,62;Appartement;22;1
;1628;AV;JOSEPH GASQUET;66,82;Appartement;67;4
;51;RUE;MARIUS GIRAN;24,7;Appartement;25;1
;9001;RES;LES RESTANQUES DU THOUAR;62,9;Appartement;62;3
;175;BD;GRIGNAN;66,79;Appartement;64;4
;100;ALL;DE LA PINEDE;30,65;Appartement;30;2
;3;RUE;MAL DES LOGIS LORENZI;66,57;Appartement;75;4
;70;RUE;MARC DELAGE;67,16;Appartement;65;4
;117;AV;ALEX PEIRE;62,15;Maison;68;5
;9;RUE;D ANTRECHAUS;23,4;Appartement;22;1
;36;RUE;JULY;46;Appartement;53;3
;17;AV;EMILE BARLA;37,8;Appartement;37;2
;196;RUE;DES SALAMANDRES;22,23;Appartement;24;1
;169;RUE;DU PUISATIER;60,7;Appartement;60;2
;55;ALL;DES PIGNONS;62,98;Appartement;63;3
;9001;RES;LA COUPIANE;124,75;Appartement;140;6
;141;PL;DES OURSINIERES;26,53;Appartement;25;1
;;;LE TRANIER;53,04;Appartement;55;3
;1;RUE;LABORDE;22,04;Appartement;18;1
;19;RUE;VINCENT COURDOUAN;40,05;Appartement;45;1
;555;AV;DES COLLINES DE TAMARIS;58,06;Maison;60;3
;1416;AV;HENRI GUILLAUME;25,23;Appartement;25;2
;555;AV;DES COLLINES DE TAMARIS;56,17;Maison;60;3
;130;TRA;DES GALETS;128,15;Appartement;123;4
;50;CHE;GRAND CHRESTIAN;22,89;Appartement;25;1
;284;AV;GENERAL GOURAUD;41,15;Appartement;45;2
